id,borrower_id,loan_amount,interest_rate,purpose,issue_date,status,risk_segment
974,974,1664,8.04,other,2023-09-12,current,Medium
975,975,11380,12.56,small_business,2021-06-05,current,Low
976,976,8522,11.83,other,2020-03-01,paid,Low
977,977,23842,16.56,major_purchase,2023-08-28,paid,Low
978,978,19421,10.58,other,2020-07-29,current,Low
979,979,28770,10.67,education,2021-07-10,current,Medium
980,980,5211,10.41,medical,2024-12-26,default,Low
981,981,24085,6.9,home_improvement,2020-08-22,default,Medium
982,982,21607,14.58,debt_consolidation,2021-10-14,current,Medium
983,983,14905,8.95,small_business,2020-07-29,current,Medium
984,984,29521,15.83,home_improvement,2021-10-17,default,High
985,985,22422,12.98,education,2021-04-29,current,Low
986,986,27398,11.33,debt_consolidation,2022-12-28,current,High
987,987,19001,16.05,home_improvement,2021-12-09,current,Low
988,988,8956,15.84,car,2023-06-19,paid,Low
989,989,15833,11.68,debt_consolidation,2021-01-26,current,Medium
990,990,3823,8.76,debt_consolidation,2021-09-15,default,Medium
991,991,31192,14.43,debt_consolidation,2021-10-15,current,Medium
992,992,16762,7.5,small_business,2023-09-16,current,Low
993,993,24134,15.72,small_business,2024-11-22,paid,Medium
994,994,15164,14.13,medical,2022-02-27,default,High
995,995,21435,10.63,major_purchase,2023-09-04,paid,Low
996,996,14305,14.89,car,2021-01-19,default,Medium
997,997,8222,10.19,debt_consolidation,2022-08-01,paid,Medium
998,998,29277,21.11,debt_consolidation,2022-03-23,current,Low
999,999,28694,15.34,debt_consolidation,2021-01-22,paid,Medium
1000,1000,8279,14.45,debt_consolidation,2020-04-18,current,Low
