id,date,description,amount,category_name,type,payment_method
818,2026-01-25,Grocery Store,104.86,Food & Dining,expense,debit_card
819,2026-01-07,Restaurant,49.51,Food & Dining,expense,upi
820,2026-01-06,Restaurant,67.87,Food & Dining,expense,debit_card
821,2026-01-04,Restaurant,42.69,Food & Dining,expense,bank_transfer
822,2026-01-28,Coffee Shop,5.51,Food & Dining,expense,cash
823,2026-01-25,Coffee Shop,10.71,Food & Dining,expense,upi
824,2026-01-11,Food Delivery,60.95,Food & Dining,expense,credit_card
825,2026-01-22,Food Delivery,58.01,Food & Dining,expense,cash
826,2026-01-12,Food Delivery,49.1,Food & Dining,expense,credit_card
827,2026-01-19,Food Delivery,25.38,Food & Dining,expense,debit_card
828,2026-01-03,Bakery,17.36,Food & Dining,expense,bank_transfer
829,2026-01-17,Bakery,15.31,Food & Dining,expense,upi
830,2026-01-28,Fuel / Petrol,69.0,Transport,expense,credit_card
831,2026-01-26,Fuel / Petrol,45.66,Transport,expense,credit_card
832,2026-01-10,Uber / Lyft,28.06,Transport,expense,debit_card
833,2026-01-27,Uber / Lyft,33.13,Transport,expense,credit_card
834,2026-01-10,Metro / Bus Pass,31.52,Transport,expense,bank_transfer
835,2026-01-28,Car Maintenance,304.75,Transport,expense,bank_transfer
836,2026-01-22,Car Maintenance,106.44,Transport,expense,bank_transfer
837,2026-01-12,Parking,13.26,Transport,expense,bank_transfer
838,2026-01-28,Parking,18.57,Transport,expense,bank_transfer
839,2026-01-02,Netflix,14.86,Entertainment,expense,credit_card
840,2026-01-28,Spotify,9.16,Entertainment,expense,bank_transfer
841,2026-01-14,Cinema Tickets,46.05,Entertainment,expense,credit_card
842,2026-01-27,Cinema Tickets,36.91,Entertainment,expense,credit_card
843,2026-01-23,Gaming / Steam,17.54,Entertainment,expense,debit_card
844,2026-01-26,Gaming / Steam,52.08,Entertainment,expense,debit_card
845,2026-01-16,Concert / Events,59.85,Entertainment,expense,credit_card
846,2026-01-13,Concert / Events,104.36,Entertainment,expense,credit_card
847,2026-01-23,Gym Membership,64.81,Health & Fitness,expense,credit_card
848,2026-01-04,Pharmacy,36.6,Health & Fitness,expense,bank_transfer
849,2026-01-01,Pharmacy,26.69,Health & Fitness,expense,credit_card
850,2026-01-11,Doctor Visit,99.48,Health & Fitness,expense,debit_card
851,2026-01-21,Health Insurance,134.78,Health & Fitness,expense,debit_card
852,2026-01-14,Amazon Purchase,61.37,Shopping,expense,credit_card
853,2026-01-25,Clothing Store,124.21,Shopping,expense,debit_card
854,2026-01-27,Electronics,328.23,Shopping,expense,credit_card
855,2026-01-09,Home Goods,59.17,Shopping,expense,bank_transfer
856,2026-01-01,Books / Stationery,16.02,Shopping,expense,bank_transfer
857,2026-01-22,Books / Stationery,10.96,Shopping,expense,cash
858,2026-01-16,Electricity Bill,57.41,Utilities,expense,bank_transfer
859,2026-01-11,Internet Bill,39.4,Utilities,expense,credit_card
860,2026-01-04,Water Bill,25.34,Utilities,expense,credit_card
861,2026-01-06,Mobile Phone Bill,56.0,Utilities,expense,upi
862,2026-02-01,Monthly Salary,4408.18,Income,income,bank_transfer
863,2026-02-24,Freelance Income,423.72,Income,income,bank_transfer
864,2026-02-06,Rent Payment,1514.54,Housing,expense,credit_card
865,2026-02-01,Grocery Store,85.97,Food & Dining,expense,upi
866,2026-02-20,Grocery Store,127.8,Food & Dining,expense,debit_card
867,2026-02-21,Grocery Store,70.25,Food & Dining,expense,bank_transfer
868,2026-02-25,Restaurant,38.07,Food & Dining,expense,cash
869,2026-02-02,Coffee Shop,8.08,Food & Dining,expense,upi
870,2026-02-22,Coffee Shop,10.35,Food & Dining,expense,bank_transfer
871,2026-02-28,Food Delivery,56.71,Food & Dining,expense,credit_card
872,2026-02-13,Food Delivery,57.96,Food & Dining,expense,upi
873,2026-02-02,Food Delivery,27.32,Food & Dining,expense,debit_card
874,2026-02-11,Food Delivery,23.08,Food & Dining,expense,bank_transfer
875,2026-02-12,Bakery,15.84,Food & Dining,expense,credit_card
876,2026-02-01,Fuel / Petrol,49.29,Transport,expense,upi
877,2026-02-02,Uber / Lyft,28.39,Transport,expense,debit_card
878,2026-02-17,Metro / Bus Pass,28.79,Transport,expense,cash
879,2026-02-07,Car Maintenance,138.66,Transport,expense,bank_transfer
880,2026-02-22,Parking,13.25,Transport,expense,debit_card
881,2026-02-03,Parking,8.34,Transport,expense,credit_card
882,2026-02-18,Netflix,14.64,Entertainment,expense,upi
883,2026-02-18,Spotify,9.82,Entertainment,expense,debit_card
884,2026-02-11,Cinema Tickets,32.32,Entertainment,expense,upi
885,2026-02-07,Cinema Tickets,23.92,Entertainment,expense,upi
886,2026-02-14,Gaming / Steam,49.85,Entertainment,expense,credit_card
887,2026-02-20,Gaming / Steam,61.58,Entertainment,expense,credit_card
888,2026-02-15,Concert / Events,102.87,Entertainment,expense,credit_card
889,2026-02-03,Concert / Events,100.7,Entertainment,expense,bank_transfer
890,2026-02-14,Gym Membership,56.57,Health & Fitness,expense,credit_card
891,2026-02-20,Pharmacy,21.87,Health & Fitness,expense,bank_transfer
892,2026-02-25,Doctor Visit,142.54,Health & Fitness,expense,cash
893,2026-02-15,Doctor Visit,64.21,Health & Fitness,expense,bank_transfer
894,2026-02-28,Health Insurance,158.62,Health & Fitness,expense,upi
895,2026-02-02,Amazon Purchase,42.55,Shopping,expense,bank_transfer
896,2026-02-02,Amazon Purchase,34.35,Shopping,expense,debit_card
897,2026-02-10,Clothing Store,48.08,Shopping,expense,bank_transfer
898,2026-02-02,Clothing Store,139.74,Shopping,expense,bank_transfer
899,2026-02-03,Electronics,220.83,Shopping,expense,cash
900,2026-02-03,Home Goods,59.29,Shopping,expense,credit_card
901,2026-02-23,Books / Stationery,36.2,Shopping,expense,bank_transfer
902,2026-02-08,Electricity Bill,56.48,Utilities,expense,debit_card
903,2026-02-10,Internet Bill,38.41,Utilities,expense,debit_card
904,2026-02-09,Water Bill,31.04,Utilities,expense,bank_transfer
905,2026-02-08,Mobile Phone Bill,32.61,Utilities,expense,bank_transfer
906,2026-03-01,Monthly Salary,4874.45,Income,income,bank_transfer
907,2026-03-14,Freelance Income,665.35,Income,income,bank_transfer
908,2026-03-23,Rent Payment,1457.45,Housing,expense,credit_card
909,2026-03-01,Grocery Store,69.47,Food & Dining,expense,debit_card
910,2026-03-26,Grocery Store,84.79,Food & Dining,expense,credit_card
911,2026-03-21,Grocery Store,85.38,Food & Dining,expense,upi
912,2026-03-10,Restaurant,43.13,Food & Dining,expense,upi
913,2026-03-28,Coffee Shop,12.67,Food & Dining,expense,credit_card
914,2026-03-24,Coffee Shop,10.36,Food & Dining,expense,debit_card
915,2026-03-26,Food Delivery,45.57,Food & Dining,expense,credit_card
916,2026-03-06,Food Delivery,36.05,Food & Dining,expense,credit_card
917,2026-03-14,Food Delivery,41.26,Food & Dining,expense,bank_transfer
918,2026-03-03,Food Delivery,60.93,Food & Dining,expense,upi
919,2026-03-18,Bakery,14.33,Food & Dining,expense,debit_card
920,2026-03-16,Bakery,17.41,Food & Dining,expense,credit_card
921,2026-03-23,Bakery,14.54,Food & Dining,expense,upi
922,2026-03-15,Fuel / Petrol,54.0,Transport,expense,credit_card
923,2026-03-27,Uber / Lyft,11.41,Transport,expense,credit_card
924,2026-03-22,Metro / Bus Pass,57.39,Transport,expense,credit_card
925,2026-03-11,Car Maintenance,136.91,Transport,expense,credit_card
926,2026-03-19,Parking,18.8,Transport,expense,credit_card
927,2026-03-27,Parking,18.27,Transport,expense,debit_card
928,2026-03-19,Netflix,14.82,Entertainment,expense,debit_card
929,2026-03-17,Spotify,10.66,Entertainment,expense,debit_card
930,2026-03-05,Cinema Tickets,25.29,Entertainment,expense,credit_card
931,2026-03-25,Gaming / Steam,34.23,Entertainment,expense,bank_transfer
932,2026-03-12,Concert / Events,119.31,Entertainment,expense,upi
933,2026-03-22,Concert / Events,101.53,Entertainment,expense,debit_card
934,2026-03-12,Gym Membership,59.98,Health & Fitness,expense,credit_card
935,2026-03-23,Pharmacy,45.93,Health & Fitness,expense,cash
936,2026-03-27,Pharmacy,30.16,Health & Fitness,expense,debit_card
937,2026-03-27,Doctor Visit,102.16,Health & Fitness,expense,upi
938,2026-03-21,Doctor Visit,118.14,Health & Fitness,expense,debit_card
939,2026-03-27,Health Insurance,207.83,Health & Fitness,expense,credit_card
940,2026-03-05,Amazon Purchase,48.83,Shopping,expense,credit_card
941,2026-03-13,Clothing Store,50.4,Shopping,expense,debit_card
942,2026-03-08,Clothing Store,114.41,Shopping,expense,credit_card
943,2026-03-13,Electronics,265.73,Shopping,expense,debit_card
944,2026-03-21,Home Goods,46.05,Shopping,expense,bank_transfer
945,2026-03-17,Home Goods,79.75,Shopping,expense,debit_card
946,2026-03-20,Books / Stationery,41.72,Shopping,expense,bank_transfer
947,2026-03-20,Books / Stationery,15.96,Shopping,expense,credit_card
948,2026-03-07,Electricity Bill,95.79,Utilities,expense,bank_transfer
949,2026-03-04,Internet Bill,64.89,Utilities,expense,debit_card
950,2026-03-23,Water Bill,24.97,Utilities,expense,debit_card
951,2026-03-12,Mobile Phone Bill,35.28,Utilities,expense,bank_transfer
952,2026-04-01,Monthly Salary,4426.57,Income,income,bank_transfer
953,2026-04-10,Rent Payment,1501.57,Housing,expense,bank_transfer
954,2026-04-07,Grocery Store,110.15,Food & Dining,expense,credit_card
955,2026-04-25,Grocery Store,107.96,Food & Dining,expense,debit_card
956,2026-04-16,Grocery Store,112.46,Food & Dining,expense,credit_card
957,2026-04-01,Restaurant,32.86,Food & Dining,expense,credit_card
958,2026-04-05,Coffee Shop,7.09,Food & Dining,expense,bank_transfer
959,2026-04-22,Coffee Shop,5.72,Food & Dining,expense,debit_card
960,2026-04-17,Coffee Shop,9.05,Food & Dining,expense,credit_card
961,2026-04-14,Coffee Shop,14.03,Food & Dining,expense,debit_card
962,2026-04-22,Food Delivery,53.64,Food & Dining,expense,debit_card
963,2026-04-17,Bakery,9.29,Food & Dining,expense,credit_card
964,2026-04-02,Bakery,16.92,Food & Dining,expense,debit_card
965,2026-04-18,Bakery,11.82,Food & Dining,expense,upi
966,2026-04-05,Bakery,13.24,Food & Dining,expense,debit_card
967,2026-04-15,Fuel / Petrol,76.92,Transport,expense,credit_card
968,2026-04-17,Fuel / Petrol,69.82,Transport,expense,bank_transfer
969,2026-04-11,Uber / Lyft,31.57,Transport,expense,bank_transfer
970,2026-04-18,Uber / Lyft,12.7,Transport,expense,credit_card
971,2026-04-10,Metro / Bus Pass,34.83,Transport,expense,bank_transfer
972,2026-04-26,Car Maintenance,102.38,Transport,expense,upi
973,2026-04-15,Car Maintenance,107.96,Transport,expense,credit_card
974,2026-04-04,Parking,7.2,Transport,expense,debit_card
975,2026-04-14,Parking,14.89,Transport,expense,debit_card
976,2026-04-26,Netflix,16.67,Entertainment,expense,debit_card
977,2026-04-25,Spotify,10.99,Entertainment,expense,debit_card
978,2026-04-08,Cinema Tickets,47.87,Entertainment,expense,credit_card
979,2026-04-23,Cinema Tickets,40.41,Entertainment,expense,debit_card
980,2026-04-03,Gaming / Steam,20.66,Entertainment,expense,credit_card
981,2026-04-08,Gaming / Steam,50.11,Entertainment,expense,upi
982,2026-04-13,Concert / Events,151.82,Entertainment,expense,debit_card
983,2026-04-24,Gym Membership,57.0,Health & Fitness,expense,bank_transfer
984,2026-04-03,Pharmacy,15.44,Health & Fitness,expense,upi
985,2026-04-10,Doctor Visit,108.44,Health & Fitness,expense,credit_card
986,2026-04-01,Doctor Visit,138.02,Health & Fitness,expense,upi
987,2026-04-23,Health Insurance,134.3,Health & Fitness,expense,credit_card
988,2026-04-26,Amazon Purchase,99.7,Shopping,expense,debit_card
989,2026-04-05,Amazon Purchase,66.37,Shopping,expense,debit_card
990,2026-04-13,Clothing Store,75.77,Shopping,expense,bank_transfer
991,2026-04-03,Clothing Store,59.51,Shopping,expense,debit_card
992,2026-04-08,Electronics,264.1,Shopping,expense,upi
993,2026-04-13,Electronics,161.9,Shopping,expense,bank_transfer
994,2026-04-25,Home Goods,45.12,Shopping,expense,bank_transfer
995,2026-04-17,Books / Stationery,39.62,Shopping,expense,cash
996,2026-04-03,Books / Stationery,28.06,Shopping,expense,credit_card
997,2026-04-03,Electricity Bill,78.27,Utilities,expense,bank_transfer
998,2026-04-26,Internet Bill,65.3,Utilities,expense,upi
999,2026-04-02,Water Bill,29.12,Utilities,expense,bank_transfer
1000,2026-04-06,Mobile Phone Bill,24.96,Utilities,expense,upi
1001,2026-05-01,Monthly Salary,4839.35,Income,income,bank_transfer
1002,2026-05-12,Rent Payment,1606.96,Housing,expense,upi
1003,2026-05-12,Grocery Store,96.35,Food & Dining,expense,debit_card
1004,2026-05-21,Grocery Store,108.5,Food & Dining,expense,upi
1005,2026-05-10,Restaurant,21.68,Food & Dining,expense,debit_card
1006,2026-05-11,Coffee Shop,10.71,Food & Dining,expense,bank_transfer
1007,2026-05-13,Food Delivery,47.92,Food & Dining,expense,credit_card
1008,2026-05-08,Food Delivery,32.48,Food & Dining,expense,upi
1009,2026-05-09,Food Delivery,57.85,Food & Dining,expense,bank_transfer
1010,2026-05-27,Bakery,10.69,Food & Dining,expense,debit_card
1011,2026-05-23,Bakery,12.32,Food & Dining,expense,credit_card
1012,2026-05-28,Bakery,9.52,Food & Dining,expense,upi
1013,2026-05-13,Fuel / Petrol,41.34,Transport,expense,bank_transfer
1014,2026-05-17,Fuel / Petrol,49.42,Transport,expense,bank_transfer
1015,2026-05-21,Uber / Lyft,18.23,Transport,expense,credit_card
1016,2026-05-21,Metro / Bus Pass,37.19,Transport,expense,upi
1017,2026-05-23,Car Maintenance,100.46,Transport,expense,credit_card
1018,2026-05-28,Parking,24.78,Transport,expense,upi
1019,2026-05-02,Netflix,16.59,Entertainment,expense,debit_card
1020,2026-05-07,Spotify,9.24,Entertainment,expense,bank_transfer
1021,2026-05-05,Cinema Tickets,39.07,Entertainment,expense,credit_card
1022,2026-05-19,Cinema Tickets,21.66,Entertainment,expense,credit_card
1023,2026-05-16,Gaming / Steam,39.24,Entertainment,expense,debit_card
1024,2026-05-20,Concert / Events,129.3,Entertainment,expense,bank_transfer
1025,2026-05-21,Gym Membership,42.04,Health & Fitness,expense,bank_transfer
1026,2026-05-01,Pharmacy,39.58,Health & Fitness,expense,upi
1027,2026-05-18,Pharmacy,43.89,Health & Fitness,expense,debit_card
1028,2026-05-07,Doctor Visit,95.34,Health & Fitness,expense,bank_transfer
1029,2026-05-17,Health Insurance,199.42,Health & Fitness,expense,debit_card
1030,2026-05-23,Amazon Purchase,104.91,Shopping,expense,debit_card
1031,2026-05-25,Clothing Store,148.17,Shopping,expense,debit_card
1032,2026-05-14,Clothing Store,116.07,Shopping,expense,debit_card
1033,2026-05-02,Electronics,192.55,Shopping,expense,credit_card
1034,2026-05-06,Electronics,142.17,Shopping,expense,upi
1035,2026-05-21,Home Goods,95.36,Shopping,expense,bank_transfer
1036,2026-05-23,Home Goods,39.85,Shopping,expense,bank_transfer
1037,2026-05-05,Books / Stationery,30.42,Shopping,expense,debit_card
1038,2026-05-09,Electricity Bill,97.74,Utilities,expense,cash
1039,2026-05-21,Internet Bill,69.36,Utilities,expense,credit_card
1040,2026-05-10,Water Bill,28.73,Utilities,expense,debit_card
1041,2026-05-28,Mobile Phone Bill,44.37,Utilities,expense,upi
1042,2026-06-01,Monthly Salary,4859.87,Income,income,bank_transfer
1043,2026-06-13,Freelance Income,905.82,Income,income,bank_transfer
1044,2026-06-12,Rent Payment,1451.98,Housing,expense,bank_transfer
1045,2026-06-04,Grocery Store,85.41,Food & Dining,expense,credit_card
1046,2026-06-18,Grocery Store,113.96,Food & Dining,expense,upi
1047,2026-06-11,Grocery Store,123.74,Food & Dining,expense,credit_card
1048,2026-06-27,Grocery Store,92.81,Food & Dining,expense,credit_card
1049,2026-06-09,Restaurant,69.82,Food & Dining,expense,credit_card
1050,2026-06-03,Restaurant,46.76,Food & Dining,expense,credit_card
1051,2026-06-19,Coffee Shop,9.16,Food & Dining,expense,debit_card
1052,2026-06-10,Coffee Shop,14.23,Food & Dining,expense,credit_card
1053,2026-06-22,Coffee Shop,9.01,Food & Dining,expense,credit_card
1054,2026-06-20,Coffee Shop,10.9,Food & Dining,expense,upi
1055,2026-06-02,Food Delivery,37.73,Food & Dining,expense,debit_card
1056,2026-06-06,Food Delivery,30.45,Food & Dining,expense,credit_card
1057,2026-06-27,Food Delivery,33.4,Food & Dining,expense,upi
1058,2026-06-17,Bakery,8.83,Food & Dining,expense,credit_card
1059,2026-06-25,Bakery,11.43,Food & Dining,expense,debit_card
1060,2026-06-20,Bakery,17.14,Food & Dining,expense,bank_transfer
1061,2026-06-26,Bakery,11.31,Food & Dining,expense,bank_transfer
1062,2026-06-22,Fuel / Petrol,63.84,Transport,expense,debit_card
1063,2026-06-16,Fuel / Petrol,70.97,Transport,expense,credit_card
1064,2026-06-17,Uber / Lyft,28.86,Transport,expense,cash
1065,2026-06-14,Uber / Lyft,20.68,Transport,expense,debit_card
1066,2026-06-17,Metro / Bus Pass,51.74,Transport,expense,debit_card
1067,2026-06-21,Car Maintenance,313.47,Transport,expense,bank_transfer
1068,2026-06-20,Car Maintenance,124.85,Transport,expense,bank_transfer
1069,2026-06-15,Parking,13.66,Transport,expense,upi
1070,2026-06-01,Netflix,15.02,Entertainment,expense,debit_card
1071,2026-06-11,Spotify,9.1,Entertainment,expense,credit_card
1072,2026-06-27,Cinema Tickets,25.52,Entertainment,expense,credit_card
1073,2026-06-10,Gaming / Steam,55.28,Entertainment,expense,upi
1074,2026-06-16,Concert / Events,133.86,Entertainment,expense,bank_transfer
1075,2026-06-10,Gym Membership,69.07,Health & Fitness,expense,bank_transfer
1076,2026-06-17,Pharmacy,36.17,Health & Fitness,expense,debit_card
1077,2026-06-05,Pharmacy,37.13,Health & Fitness,expense,debit_card
1078,2026-06-11,Doctor Visit,119.06,Health & Fitness,expense,bank_transfer
1079,2026-06-05,Health Insurance,205.09,Health & Fitness,expense,debit_card
1080,2026-06-15,Amazon Purchase,33.77,Shopping,expense,bank_transfer
1081,2026-06-18,Clothing Store,86.61,Shopping,expense,credit_card
1082,2026-06-27,Clothing Store,42.53,Shopping,expense,credit_card
1083,2026-06-17,Electronics,286.63,Shopping,expense,debit_card
1084,2026-06-24,Home Goods,56.43,Shopping,expense,credit_card
1085,2026-06-10,Books / Stationery,33.72,Shopping,expense,debit_card
1086,2026-06-09,Electricity Bill,89.44,Utilities,expense,credit_card
1087,2026-06-23,Internet Bill,71.66,Utilities,expense,upi
1088,2026-06-26,Water Bill,30.12,Utilities,expense,bank_transfer
1089,2026-06-04,Mobile Phone Bill,26.86,Utilities,expense,debit_card
1090,2026-07-01,Monthly Salary,4620.57,Income,income,bank_transfer
1091,2026-07-14,Rent Payment,1356.86,Housing,expense,bank_transfer
1092,2026-07-14,Grocery Store,74.0,Food & Dining,expense,credit_card
1093,2026-07-26,Grocery Store,79.93,Food & Dining,expense,bank_transfer
1094,2026-07-25,Grocery Store,94.23,Food & Dining,expense,credit_card
1095,2026-07-15,Restaurant,45.75,Food & Dining,expense,credit_card
1096,2026-07-23,Restaurant,45.85,Food & Dining,expense,cash
1097,2026-07-22,Restaurant,46.35,Food & Dining,expense,bank_transfer
1098,2026-07-23,Coffee Shop,13.16,Food & Dining,expense,bank_transfer
1099,2026-07-03,Coffee Shop,9.96,Food & Dining,expense,credit_card
1100,2026-07-04,Coffee Shop,6.82,Food & Dining,expense,bank_transfer
1101,2026-07-09,Coffee Shop,11.83,Food & Dining,expense,upi
1102,2026-07-15,Coffee Shop,13.47,Food & Dining,expense,credit_card
1103,2026-07-01,Food Delivery,42.15,Food & Dining,expense,credit_card
1104,2026-07-11,Food Delivery,30.5,Food & Dining,expense,upi
1105,2026-07-03,Food Delivery,47.47,Food & Dining,expense,credit_card
1106,2026-07-12,Food Delivery,32.04,Food & Dining,expense,debit_card
1107,2026-07-13,Food Delivery,61.1,Food & Dining,expense,credit_card
1108,2026-07-11,Bakery,13.01,Food & Dining,expense,upi
1109,2026-07-02,Bakery,16.64,Food & Dining,expense,upi
1110,2026-07-01,Bakery,10.41,Food & Dining,expense,cash
1111,2026-07-16,Bakery,17.73,Food & Dining,expense,debit_card
1112,2026-07-14,Bakery,13.77,Food & Dining,expense,bank_transfer
1113,2026-07-14,Fuel / Petrol,65.9,Transport,expense,upi
1114,2026-07-27,Uber / Lyft,28.2,Transport,expense,debit_card
1115,2026-07-18,Uber / Lyft,29.0,Transport,expense,bank_transfer
1116,2026-07-02,Metro / Bus Pass,36.83,Transport,expense,upi
1117,2026-07-23,Car Maintenance,212.0,Transport,expense,upi
1118,2026-07-18,Car Maintenance,193.86,Transport,expense,upi
1119,2026-07-24,Parking,21.26,Transport,expense,debit_card
1120,2026-07-23,Netflix,17.42,Entertainment,expense,credit_card
1121,2026-07-25,Spotify,9.02,Entertainment,expense,credit_card
1122,2026-07-07,Cinema Tickets,28.45,Entertainment,expense,credit_card
1123,2026-07-23,Gaming / Steam,46.04,Entertainment,expense,debit_card
1124,2026-07-28,Gaming / Steam,48.59,Entertainment,expense,credit_card
1125,2026-07-24,Concert / Events,91.8,Entertainment,expense,bank_transfer
1126,2026-07-24,Concert / Events,64.77,Entertainment,expense,credit_card
1127,2026-07-15,Gym Membership,52.48,Health & Fitness,expense,bank_transfer
1128,2026-07-27,Pharmacy,32.89,Health & Fitness,expense,upi
1129,2026-07-19,Pharmacy,44.58,Health & Fitness,expense,credit_card
1130,2026-07-05,Doctor Visit,64.5,Health & Fitness,expense,debit_card
1131,2026-07-10,Doctor Visit,95.52,Health & Fitness,expense,bank_transfer
1132,2026-07-04,Health Insurance,136.37,Health & Fitness,expense,cash
1133,2026-07-22,Amazon Purchase,99.83,Shopping,expense,debit_card
1134,2026-07-24,Clothing Store,118.33,Shopping,expense,debit_card
1135,2026-07-18,Electronics,287.04,Shopping,expense,debit_card
1136,2026-07-26,Home Goods,91.02,Shopping,expense,debit_card
1137,2026-07-16,Home Goods,67.44,Shopping,expense,credit_card
1138,2026-07-27,Books / Stationery,16.89,Shopping,expense,upi
1139,2026-07-16,Books / Stationery,14.2,Shopping,expense,credit_card
1140,2026-07-19,Electricity Bill,87.89,Utilities,expense,bank_transfer
1141,2026-07-13,Internet Bill,53.66,Utilities,expense,credit_card
1142,2026-07-16,Water Bill,35.61,Utilities,expense,bank_transfer
1143,2026-07-23,Mobile Phone Bill,34.01,Utilities,expense,credit_card
1144,2026-08-01,Monthly Salary,4825.37,Income,income,bank_transfer
1145,2026-08-01,Rent Payment,1397.72,Housing,expense,credit_card
1146,2026-08-14,Grocery Store,80.35,Food & Dining,expense,credit_card
1147,2026-08-08,Grocery Store,121.66,Food & Dining,expense,debit_card
1148,2026-08-02,Grocery Store,107.21,Food & Dining,expense,debit_card
1149,2026-08-28,Grocery Store,89.02,Food & Dining,expense,bank_transfer
1150,2026-08-17,Grocery Store,64.87,Food & Dining,expense,credit_card
1151,2026-08-22,Restaurant,65.35,Food & Dining,expense,bank_transfer
1152,2026-08-21,Restaurant,52.44,Food & Dining,expense,debit_card
1153,2026-08-22,Coffee Shop,4.87,Food & Dining,expense,upi
1154,2026-08-14,Food Delivery,35.33,Food & Dining,expense,credit_card
1155,2026-08-27,Bakery,10.38,Food & Dining,expense,credit_card
1156,2026-08-06,Bakery,18.69,Food & Dining,expense,credit_card
1157,2026-08-28,Bakery,9.67,Food & Dining,expense,credit_card
1158,2026-08-03,Bakery,16.37,Food & Dining,expense,credit_card
1159,2026-08-06,Fuel / Petrol,50.73,Transport,expense,bank_transfer
1160,2026-08-22,Uber / Lyft,17.26,Transport,expense,credit_card
1161,2026-08-27,Metro / Bus Pass,49.59,Transport,expense,debit_card
1162,2026-08-08,Car Maintenance,133.37,Transport,expense,credit_card
1163,2026-08-26,Parking,8.08,Transport,expense,upi
1164,2026-08-03,Netflix,15.65,Entertainment,expense,credit_card
1165,2026-08-28,Spotify,10.19,Entertainment,expense,debit_card
1166,2026-08-01,Cinema Tickets,44.24,Entertainment,expense,credit_card
1167,2026-08-22,Gaming / Steam,33.7,Entertainment,expense,bank_transfer
1168,2026-08-22,Gaming / Steam,54.26,Entertainment,expense,debit_card
1169,2026-08-21,Concert / Events,152.94,Entertainment,expense,credit_card
1170,2026-08-21,Concert / Events,54.9,Entertainment,expense,credit_card
1171,2026-08-19,Gym Membership,62.72,Health & Fitness,expense,debit_card
1172,2026-08-22,Pharmacy,30.34,Health & Fitness,expense,credit_card
1173,2026-08-07,Doctor Visit,49.56,Health & Fitness,expense,bank_transfer
1174,2026-08-02,Health Insurance,192.18,Health & Fitness,expense,credit_card
1175,2026-08-10,Amazon Purchase,28.77,Shopping,expense,bank_transfer
1176,2026-08-05,Amazon Purchase,111.02,Shopping,expense,upi
1177,2026-08-05,Clothing Store,59.61,Shopping,expense,bank_transfer
1178,2026-08-18,Clothing Store,30.38,Shopping,expense,credit_card
1179,2026-08-25,Electronics,278.56,Shopping,expense,debit_card
1180,2026-08-21,Home Goods,63.71,Shopping,expense,bank_transfer
1181,2026-08-11,Books / Stationery,12.69,Shopping,expense,debit_card
1182,2026-08-20,Electricity Bill,73.85,Utilities,expense,bank_transfer
1183,2026-08-27,Internet Bill,65.42,Utilities,expense,credit_card
1184,2026-08-26,Water Bill,39.32,Utilities,expense,cash
1185,2026-08-23,Mobile Phone Bill,49.41,Utilities,expense,credit_card
